"","1582__44749","36848__487175","33034__329854","83617__246787","53440__287_28111","137732__1510_1465754","28117__179995","1504__39496","287__28111","253239__189722_454154","1510__1465754","452084__293_225991","421767__1547_28118","47877__216947","29430__40214","189722__454154","376805__41976_376804","1613__118748","43263__251535_479117","43770__1827099","587753__529_36835","173480__28026_29466","2741__1597_47715","239974__45067_370979","1280__28025","1506__1311_423605","1467__37734_182710","308892__310300_357276","1661032__1559_36745","840__28038","999468__317_28901","1453492__28454_243924","254__1515_69825","53408__185294","34087__470_511","1580__582_33038","1408__387661","1844653__1522_187452","83263__2173_76759","1465521__36874_43131","59310__1264_1535","386414__28130_76517","529__36835","136857__349096_1661050","29461__29375_291644","1223514__821_187327","37734__182710","441500__38304_39490","293__225991","658457__1113609","1472__851_405446","28026__29466","726__729_301301","56810__13690_305719","202956__28090_271420","1547__28118","1121298__1034636_1646377","1487956__191493_626933","516075__588_410072","33935__905_28446","39483__358742","88688__1307_28126","1597__47715","187491__2139_184870","41976__376804","82135__78342_626937","1401__290588_1121830","1515__69825","1571__33032","1859290__33029_133926","77095__28129_146817","32013__80866_101564","1681__1308_310297","317__28901","1633__76853_103892","582__33038","876__901_29370","40324__39492_218538","48296__28116_39485","821__187327","1264__1535","47884__33069_166486","28091__860_425941","1311__423605","196024__490189","349096__1661050","29375__291644","2173__76759","13690__305719","588__410072","1522__187452","1010__29552_626931","1352__1755629","729__301301","38304__39490","115979__1260_535744","33039__1358_38986","45067__370979","191493__626933","78342__626937","1559__36745","180282__290309","905__28446","28454__243924","470__511","199__60133","481743__1113741","1308__310297","310300__357276","36847__169435_261299","471__234835","1282__39489","39486__839_39497","1902__400390","251535__479117","33069__166486","245__191295","76853__103892","487316__645466","1307__28126","1670__585_216935","202611__328812_536633","29354__106654","28090__271420","1463864__1735_40519","33029__133926","301__46503_47678","39492__218538","2139__184870","28129__146817","1034636__1646377","28116__39485","290588__1121830","36874__43131","57706__84032_309120","80866__101564","1265__626932","851__405446","1660__288965","1254__39482","46867__387090_882211","237258__1303_1590","633701__29348_40520","171685__52226_291645","861__40518_122355","29552__626931","745310__79880_358743","488__43675_328814","901__29370","547163__1680_28037","328812__536633","39645__183417_437898","1727__46228","884684__818_216816","157687__1685_39778","1260__535744","102862__584_589436","1358__38986","169435__261299","839__39497","1113709__817_46506","316__239935_397865","860__425941","40215__84030_454155","1735__40519","585__216935","387090__882211","470565__28125_28132","84032__309120","40518__122355","46503__47678","28130__76517","1303__1590","574930__143393_228603","850__823_204516","52226__291645","43675__328814","1680__28037","1113922__310298_626930","818__216816","1671366__294_1623","238__1630_214856","79880__358743","270498__907_208479","183417__437898","1685__39778","29348__40520","671267__33043_351091","39777__52787_1161942","584__589436","817__46506","28125__28132","1382__35833_45851","239935__397865","84030__454155","310298__626930","823__204516","143393__228603","1630__214856","106648__820_1755626","907__208479","294__1623","52787__1161942","33043__351091","35833__45851","100884__165179_328813","820__1755626","165179__328813"
"ERR1073395",0,0,0,0,0,0,4.56628644988348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.26436081644186,0,0,0,0,0,0,-2.21920582436415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01419875220333,5.65403878831432,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84377724025149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30595520329446,0,0,0,0,5.22074538292688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85188587653573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.99403157208382,0,0,0,0,0,0,0,0,4.93961123554799,0,-2.38156947569475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12499933365847,-6.36791921178347,0,0,0,0,0,0,0.761250985177504,0
"ERR1073450",-3.96293461684985,0,0,0,0,0,4.0980972184581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51522163636068,0,0,0,0,0,0,0,0,0,0,0,0,-3.08266511102548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35649166647323,0,0,0,0,0,0,0,0,0,-2.78964494073425,-2.61615749489898,5.33933259501608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8318067724292,0,0,0,4.53131770176714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38564813337795,0,0,0,0,0,0,0,0,0,0,0,-3.16493766568114,0,0,0,4.13206377599246,0,0,-5.48183283974818,0
"ERR1073663",0,-4.46522443034773,0,0,0,0,0,0,0,-2.56570426242941,0,0,0,0,0,-4.44393013972377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52967514992964,0,0,0,0,0,0,0,0,0,0,0,0,-3.17846267195486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38152588632255,0,0,0,0,0,0,0,0,0,0,0,5.50525883778695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03843957248309,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.49241736757276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26273171526856,0,0,0,0,0,0.47332564511187,0,0,-5.53868030064119,0,0,0,0,0,0,0.190458709624068,0
"ERR1073712",0,0,0,0,0,0,4.29994647089805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35419892703887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07759215275546,0,0,0,0,0,0,0,0,0,4.72888005299078,-2.32589845909809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02857430440405,0,0,0,0,0,0,0,0,-3.17934912570042,0,0,0,-3.15035964571018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.50679422071281,0,0,-5.45658296848472,0,0,0,0,-2.4728203554353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.28305049360446,0,0,-4.7830432695125,0,0,0,0,0,0,0.43428989104283,0
"ERR1073918",0,0,0,-5.19290019452383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28556012830148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.33532071653103,0.794416010981721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139539542441952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91441117324789,0,0,0,0,0,0,0,0,0,0,0,-5.98786639665596,0,0,0,0.145109676993042,0,0,-1.22266763936189,0
"ERR1073975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75670907782484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77476018447896,0,0,0,0,0,0,0,0,-2.22538041439505,0,-1.74455007542059,-1.79618707289736,-2.13392926057216,0,0,0,0,0,0,0,0,0,0,0,-1.88322292705278,0,0,0,-2.54287733917827,0,0,0,0,0,-3.85447194390092,0,0,-3.69607389906887,0,0,0,0,0,-3.11108727015664,0,0,-3.13794856410769,0,0,0,0,0,0,0,3.02164936697657,0,0,3.261837791634,4.40439274887232,0,0,0,0,5.43508634457232,0,0,0,-2.56498472712145,0,0,0,0,0,0,-4.44268386801255,0
"ERR1074062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10065244118321,0,0,0,0,0,0,-1.86051774248938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36931405500298,5.3704875647418,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.22251125837496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.758227345900921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24475560234285,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21706894680885,0,0,0,0,0,0,0,0,0,0,0,0,-1.78950112139467,0,0,3.88803075383269,0,0,0,0,0,3.84007605975615,0,0,-5.47340245265837,0,0,0,-3.09950686245705,0,0,-1.25505277958198,0
"ERR1074157",0,0,0,0,0,0,4.18033911342536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52875844542432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78250042440342,-4.37993810754382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81943210714868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8397906586768,0,0,0,0,0,0,-2.47377032536171,-2.88692728601498,0,0,0,0,0,0,0,0,0,0,0,0,-2.54262714984449,0,0,0,0,4.91866170368771,0,0,0,0,0,0,0,0,0,0,-4.28469588978267,0,0,5.00030473713488,0,0,4.4039594082347,0,0,-6.18932518263256,0,0,0,0,0,0,0.14420410270362,0
"ERR1074183",0,0,0,0,0,-2.36730724420637,0,0,0,0,4.1002964240913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59725445993998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.24385280830658,0,4.49857668480092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66195388196941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33988285391616,1.05386142066542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61063937097623,0,0,0,0,0,0,0,0,0,0,0,-4.05279598674205,0,0,0,0,0,0,0,0,0,-2.25456958316857,0,0,0,0,0,0,-2.66057154277409,0,0,0,0,0,0,0,0,0,0,0,-2.55286031860761,0,3.90502906724734,0,-4.60824508925664,0,0,-4.42168377645485,0
"ERR1074869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0653455742524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49443601899738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3204899211333,0,-2.56272177852141,-3.08087571328723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43876432606237,0,0,0,5.33623326721849,0,0,0,0,0,0,0,0,-2.43460587307805,0,0,0,0,0,0,0,0,0,0,0,0,-2.81281049060207,0,0,-2.79316582220714,0,0,0,-2.92225833722022,0,0,0,0,0,-4.21686106857678,0,0,0,0,0,0,0,0,0,0,0,0,4.87193068178552,0,0,0,0,0,0,0,0,0,4.83790511802767,5.06149991290718,0,0,0,0,0,0,0,0,-2.70439706769853,0,0,0,0,0,0,-4.68415312509414,0
"ERR1074894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30918728608822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.54892558356412,-2.50033927386422,5.73168051126576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760297666164947,0,0,0,4.33071465849271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5767673955558,0,0,0,0,0,0,0,-2.44567648240956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46309204838957,0,0,0,0,0,0,0,-2.40950230688136,0,0,0,0,0,-4.23603592640969,0,0,0,0,0,-5.74256159004208,0,0,0,-4.17338041647294,0,0,-0.684103364145562,0
