"","626930__39484_166486","253239__397865_454154","818__1515","397865__454154","43263__28091_35825","1661032__1467_487698","1681__1670_405446","101564__38986_1746653","1229909__729_39492","39484__166486","1522__1725_88688","1307__228603_310514","1465521__1613_118748","2173__285_191295","481743__1113741","1888__67269_83617","1613__118748","157687__228604","199__60133","1282__1311_386414","202611__1401_290588","729__39492","529__587753","39483__1547_29360","106648__173480","36835__239974","100884__29461_79880","376806__671267","421767__821_46503","28091__35825","536633__1685_216816","511__34087_196024","1144673__40216_216778","228603__310514","225991__290309","370979__490189","28454__1113609","70775__1844653","28090__271420","38304__441500","1670__405446","589437__28137_470565","38286__33031_40518","153721__1611423","34038__36745","28026__78342","38986__1746653","726__1303_1379","850__1472","28126__33935","13690__56810","243924__1453492","106654__471_48296","33029__187491","1725__88688","1401__290588","93064__28111_376804","821__46503","43770__1687_305719","67269__83617","1467__487698","185293__470_1148157","245__588932","1254__2741","1547__29360","33031__40518","29430__202956","76759__83263","1512__358742","285__191295","1580__1590_47884","137732__1902_1121830","40216__216778","41976__851_251535","28111__376804","53363__28128_387661","52226__39482_284042","46228__191493","1267__329854_351091","79883__43131_84032","1280__820_28116","29461__79880","33034__1827099","53412__823_47678","136857__626932","153151__1265_179995","487316__387090_454155","999468__287_33069","1034636__582_588","28038__349096_410072","301__907_1623","28135__28125_301301","633701__1646377","329854__351091","1358__39485_187327","147802__33043_44749","254__40214_40519","1590__47884","1710__52787_309120","28128__387661","658457__310297_328812","122355__317_882211","1859290__1260_1223514","39496__46506_328813","32013__293_294","1685__216816","137591__246787_310298","43131__84032","823__47678","216947__1535_69825","871324__37734_291644","387090__454155","1633__1680_1735","308892__1504_40324","1265__179995","287__33069","36848__28132_214856","1465754__165179_218538","310297__328812","40214__40519","35833__208479","28125__301301","820__28116","39485__187327","28446__817_487175","582__588","33043__44749","52787__309120","291645__189722_1755626","341225__29348_40520","574375__28118_261299","349096__410072","46506__328813","38288__33038_108980","437898__516075","246787__310298","839__1689","907__1623","317__882211","1504__40324","1535__69825","293__294","37734__291644","1680__1735","28132__214856","384638__1630_169435","316__1264_28037","189722__1755626","77095__28901_589436","1510__204516_239935","1260__1223514","28118__261299","817__487175","33038__108980","1311__386414","29348__40520","1597__1308_1161942","165179__218538","28137__470565","1264__28037","28901__589436","39490__57706","53408__1661050","204516__239935","535744__585_879","47770__59310","163877__102862_183417","1303__1379","1308__1161942","860__425941","840__1121298","34087__196024","1687__305719","470__1148157","2088__626937","1691__626931","1630__169435","1352__584_28117","471__48296","1364__901_1113922","488__29466","237258__105229_202955","1902__1121830","851__251535","39482__284042","861__1463864","197614__1463837","105229__202955","584__28117","28130__76517","585__879","39778__43675","901__1113922","102862__183417"
"ERR1074894",0,-2.44568338355959,4.46310400153206,4.23604787955218,0,0,0,0,-2.99394872404439,0,0,0,0,0,0,0,0,0,0,0,0,-5.18567130530089,0,0,0,0,0,0,-3.30919418723825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73169246440825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4095092080314,0,-5.17415024046386,0,0,0,0,0,0,0,0,0,0,0,0,-4.17339236961543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55499066181981,0,0,0,0,0.300437879207712,0,0,0,0,0,-3.06877132689256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.31526785498848,0,0,0,0,0,0,0,0,0,-4.42537363913594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074972",-0.124888686435779,0,0,0,0,0,0,0,0,0.0743358875716416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01545658098135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22292400627764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33213767316528,-5.30566984157731,0,0,0,0,0,0,0,0,0,0,-2.48037737665775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03938094016772,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29613963831563,0.290852416191475,0,0,0,0,0,-3.07886886680271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.33275730714431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074999",4.7762126594608,0,4.45221027243536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06422166283196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30738760567815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60866340816237,0,-3.17027053489111,0,0,-2.3786413368075,0,0,0,0,0,0,0,0,0,-4.51833756278302,0,0,0,0,0,0,0,0,0,-3.23083832139824,0,0,0,0,4.11992764833414,-2.44492071832661,0,0,0,0,0,0,0,-2.21160198089273,0,0,0,0,5.49106964016996,0,0,0,0,0,0,0,0,0,-5.5959761237023,0,0,0,0,0,0,0,4.23472690461948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.83060699702618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59274532305883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73318487173559,-4.49076663062448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73401506432466,0,0,0,0,0,-2.69876505355781,0,0,0,0,0,0,0,0,0,0,-2.81585182361276,0,0,0,0,0,0,0,0,0,0,0,-2.77767412535928,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60773912696119,0,0,0,-4.87719842508277,4.67439819045347,0,0,0,0,0,-3.1114610821466,0,0,0,-4.81107271199172,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51140137935579,-5.38920868005115,0,-2.63043455925547,0,0,0,0,0,0,0,-4.51673666078209,0,4.3498747872428,0,0,0,-4.55604630261553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075141",0,0,3.25519791762104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99914839178315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18929213077743,0,0,0,0,0,0,0,-1.98812766796449,0,0,0,0,0,0,0,0,0,0,-2.45158996800386,0,0,0,0,3.79196520311724,0,0,0,0,0,0,0,0,-3.44353813284793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.24627838390885,-3.13870419087985,0,0,0,-2.30658325657475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.99511939227514,0,-2.56559406183653,0,0,5.43639512853327,0,-3.46262658643803,0,0,0,0,0,0,0,0,-4.44373926669788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21989431229943,0,0,0,0
"ERR1075202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12883860477604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.38623106303567,0,0,0,0,0,0,-1.72815681996335,0,0,0,-1.71214495799229,0,0,-1.87219544451184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99325541562318,0,-1.76204010600041,0,0,0,-2.96552205716552,-5.86512424734575,3.2427376315935,-1.65995694423241,0,0,0,-2.70422887450807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68386180594279,0,0,0,0,2.87512976578731,0,0,0,0,-3.05194298856675,0,0,0,0,0,0,-1.76204010600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05194298856675,0,0,0
"ERR1075257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.70836104984543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06539957784979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92372777744792,0,-2.78704847364785,0,0,0,0,0,0,0,0,0,0,0,0,-5.06404505804024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82730955951537,0,0,0,0,0,-2.98664004337846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.17301229905121,0,-2.62151803641995,0,0,0,0,0,0,-2.39284005076735,0,0,0,0,0,0,-4.54060243203755,0,0,0,0,-4.14452054231474,0,0,0,0,0,0,0,0,-2.48403922025932,0,0,0,0,0,0,0,0,0,0,-4.30248213748293,0,0,0,0,0
"ERR1075275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4038229447654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89559428030238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.3642322321028,0,0,-2.10326810146415,0,0,-2.90147854838287,0,0,0,0,0,0,0,-4.84408811105938,0,0,0,0,0,0,0,0,0,0,0,-2.53771568279386,0,-3.64296721367484,0,0,-5.02550826287033,0,0,0,0,0,0,0,0,0,0,0.646983291244694,-0.673298256637084,0,0,0,0,-3.18791995409417,0,0,0,0,0,0,4.39545249776331,0,0,0,0,0,0,0,0,0,0,0,-5.52163933095375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075669",0,-2.53722383546459,0,-4.39460059319945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.33169782123696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998293762691763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75724511325135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10845748383563,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59672068550627,0,0,0,0,4.77568862507234,0,0,0,0,0,-2.89432924720895,0,0,0,5.38400629517102,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39823306305102,-5.01312530999848,0,-2.62590820572272,0,0,0,0,0,0,0,0,0,4.1538615135959,0,0,0,4.54820642832378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075751",0,-2.8228230047732,0,-4.88927286504143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.068819129143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31535065091495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60358151482267,0,-5.13425397836876,0,0,0,0,0,0,0,0,0,0,0,0,4.50953546532,-2.52554444874742,0,0,0,0,0,0,0,0,0,0,0,-2.4770957309613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698198510557471,4.37437130200407,0,0,0,0,-2.94264035048347,0,0,0,0,0,0,4.29045566123695,0,0,0,0,0,0,0,0,0,0,0,-5.09680259543966,-2.7302627689712,0,0,0,0,0,0,0,0,0,0,0,-4.72895383387181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075911",0,-2.85272892012787,4.36300494600932,4.94107142988257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17199252101629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4940522076287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.08302499550758,0,0,-2.74356350976942,0,0,0,0,0,0,0,0,0,0,0,-2.46811534774114,0,0,0,0,0,0,0,0,0,0,0,0,4.75199139271263,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33995593322393,0,0,0,-4.27490118122818,0,-2.66243961800466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.61148069046835,0,-2.66243961800466,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61148069046835,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33574429816206,0,0,0,0,0,0,0,0,0,0,-4.04562779790599,0,0,0,0,0
"ERR1075960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77991327777932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81495103774912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28179585087851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54617592327799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.880944328409798,0,0,0,0,0,-2.88598849302993,0,0,0,0,0,0,0,0,0,-4.48335215394912,0,0,0,0,0,0,0,0,-4.99867869998698,0,-2.39564137262381,0,0,0,0,0,0,0,0,0,0,0,0,-0.559670054742022,4.14937257409849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
