"","820__371601","397865__349096_357276","384638__39777_39778","821__29466","291644__310298","1311__40520_47678","349096__357276","33031__471189","1358__861_39950","47884__86185","52242__1604_240427","1604__240427","35701__264463","28137__1383_470565","173480__70995_257003","1282__33934","1599__309120_576610","652716__425941_633701","76122__1134563","1383__470565","40681__427918","33035__1671366","139208__217168","46506__218538","536633__33043_341225","285__729_28037","623__28901_62322","47879__839_454154","1613__1596_520080","1465754__166486_301302","39777__39778","70995__257003","31971__84031_86668","1496__823_208479","28446__169435","1402__587753","1379__187327_487175","907__39029_52227","40520__47678","47877__29370_1042156","39491__40519","390877__29363_147207","55969__29367_31998","1598__33959","1596__520080","1338__1356","39486__88233_255723","85338__114702_328813","28135__60519_180332","122355__39496_1661059","78345__1680_351091","28901__62322","83661__1735_28447","729__28037","839__454154","1515__1535_74426","1307__1322_1532","39488__1547_84112","37734__1352_33039","823__208479","861__39950","1265__36847_1002672","29363__147207","261299__1630_28141","1492__1559","1343__1308_44749","101564__165179_1661032","29367__31998","114702__328813","852__850_1512","166486__301302","187327__487175","1113588__1303_1078480","1680__351091","1590651__851_39484","43305__39492_180311","1352__33039","1535__74426","745368__52226_89014","1349__840_1304","165179__1661032","1322__1532","1547__84112","36847__1002672","40518__46503_69825","387090__573_34062","818__310297","1735__28447","29370__1042156","1308__44749","850__1512","851__39484","309120__576610","60519__180332","89093__582_1428","39496__1661059","1630__28141","33043__341225","28026__376806","840__1304","1363__2751","39492__180311","358742__860_115979","35785__856_33038","1522__301301","52226__89014","1303__1078480","89152__1590_1297750","28125__853_204516","71667__562_1502","573__34062","425941__633701","582__1428","84031__86668","39029__52227","46503__69825","410072__817_1755626","88233__255723","856__33038","1590__1297750","562__1502","860__115979","853__204516","817__1755626","39485__97478"
"SRR1055778",5.31917696900777,0,0,-3.81279044983329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11473021960001,0,0,0,0,-2.52620587940829,0,0,0,0,0,0,0,0,0,0,-2.29492159157207,0,0,0,0,-3.66282018464851,4.37551693351437,0,0,0,0,0,0,0,0,0,0,-2.36450655736921,0,0,0,0,0,-3.02261354992242,0,3.97492079598965,0,0,0,0,0,-5.96318295591809,0,0,0,0,-4.09544549219324,-5.23532024011176,1.85603568821763,0
"SRR1055779",4.89958612660938,0,0,0,0,-2.49644893650853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32397639653406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71039638710574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.69454425111826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33455131366726,-2.64029498181238,0,0,0,0,-3.32173500513935,0,0,0,0,0,0,0,-3.26378423625362,0,-4.57312505546818,0,0,-4.04356148814836,-5.75341379818143,5.65304012213366,0
"SRR1055781",0,0,0,0,0,-2.63178998403365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39674570110996,0,0,0,0,0,-2.71755855720936,0,0,0,0,-4.55839396719716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15128532714475,0,0,0,0,-4.70694949363019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54394356171984,0,0,0,0,0,0,0,0,0,0,0,4.06344418790584,0,0,0,0,-4.40623950048649,0,0,0,0,0,0,0,0,0,0,0,-2.80435964017691,0,0,0,0,-3.42602985947645,0,0,0,0,0,0,0,-2.81637288764638,0,-4.85729337948198,0,0,0,-5.93405778486127,-4.878100934463,4.03892670369875
"SRR1055782",4.53978620007581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71190684936472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48619839361637,0,0,-2.78765320342425,0,0,0,0,0,0,0,0,0,0,-2.58715684667352,0,-4.69716044849373,0,0,0,0,-4.82835698221293,-4.30622193543968,0,0,0,0,0,0,0,0,0,0,0,0,-4.48108710558823,0,0,0,0,0,0,0,0,0,0,0,0,-2.85964175737747,0,0,0,0,0,0,0,0,0,0,0,0,-5.54639493668095,0,-4.95304481522332,0,0,0,0,0.795866963157647,0
"SRR1055784",3.6203024695164,0,0,0,0,-3.02134209335081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23311801273012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31630033783252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01194987071488,0,0,-2.35713540756352,0,0,0,0,0,0,0,-2.30731727650269,0,0,0,0,-2.35772051134242,-3.36510186559118,0,0,0,-4.08267828621959,0,0,0,-4.78266915314929,0,0,4.08369171569235,0,-3.9963907520841,-5.82852740384874,-0.600220947366533,0
"SRR1055785",0,-1.94669323342734,0,0,0,0,-3.3717715870467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92552967204178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.07592908498,0,-2.0043561360639,-3.24070125357389,0,0,-3.3351152234578,-1.8866264200655,0,0.327396064801606,0,0,0,0,0,0,0,0,-5.61305922334213,3.26773281445523,-6.09282565132591,-3.47164666412512,0,0,0
"SRR1055787",0,0,0,0,0,-5.63734552290776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45047478935428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65051818231517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.59083215815498,0,0,0,0,0,0,0,0,0,0,0,-2.17875963637935,0,0,0,0,0,-2.68164798910796,0,0,0,0,0,0,0,-4.97435376273513,0,0,0,0,-3.77372238768933,-4.6447505651499,-1.19746338290368,0
"SRR1055789",4.97545054039212,0,0,0,0,-5.06190867174743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15678006913064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537967851055624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.80746452990388,-2.81311153103668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8724520991134,0,0,0,0,0,0.0106761074286186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58795046186518,0,0,0,0,0,0,-4.48246168742183,0
"SRR1055790",4.14566406190449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26164244264604,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15448039581658,0,0,0,0,0,0,0,-3.91727961921712,0,0,0,0,0,0,0,0,0,0,0,0,-3.73166950946542,0,0,0,-2.15382256988306,0,0,0,0,0,0,0,-2.48489736057437,0,0,0,0,-2.14676078774823,-3.15290633617851,0,0,0,-3.73053012152603,0,0,0,-6.06641999603788,0,0,3.71829875607652,0,-4.30396848010862,-5.46099396576702,2.29908713251487,0
"SRR1055791",3.54184937212139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72243493906433,0,0,4.28582633946943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71539563476009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20391452946112,0,0,0,0,0,0,0,-2.46461988301695,0,0,0,0,-2.19934398391454,0,0,0,0,-3.81729194056592,0,0,0,-6.82221705195006,0,0,3.80937552346092,0,-4.26884685872981,0,0.0322666824359987,0
"SRR1055792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45367780354917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.24989462115117,0,0,-2.44557230652584,0,0,0,0,0,0,0,-4.31242185766114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.23585548848616,0,0,0,0,0,0,0,0,0,0,0,0,-2.69549458614253,0,0,0,0,0,0,0,-2.52518297534144,-2.65725091115487,0,0,0,-2.69670528802494,-3.21507872654344,0,0,0,-4.66873357472571,0,0,0,-2.50714370178778,0,-4.60249358657893,4.67083057189887,0,-4.37374521169931,-5.56867970470708,-4.34250027337274,0
"SRR1055793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53760431626833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10056646770233,0,0,0,0,0,0,0,0,0,0,0,0,-4.39525960528282,0,0,0,0,-5.37033865430481,0,0,0,0,0,0,0,-2.19746094041099,0,4.99595383614514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36410958255595,0,0,0,0,-2.0517009708926,-3.37649905243485,0,0,0,0,0,0,3.80611399643992,-2.61069654346525,0,0,3.55365032352438,0,-4.09475791164735,-5.84826791052533,-4.52185905642626,0
"SRR1055794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64152801700066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28101510417234,0,0,0,0,4.5752607350618,0,0,0,0,0,0,0,0,0,0,-4.8764911095279,0,0,0,0,0,0,0,-2.05921383327669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95083405325851,-2.22798410791293,0,0,0,0,0,0,0,-2.19001413088615,0,0,0,-3.5666629828839,-2.23725120242405,0,0,0,0,-3.85898167336122,0,0,0,-2.86494892795203,0,0,3.87503275189301,0,-3.79321574398861,0,-4.9622371043029,5.83775778815412
"SRR1055795",0,0,0,3.2349444038182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27393985183324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67063016429969,0,0,0,0,0,0,0,0,0,0,0,-2.10768977571103,0,0,0,0,0,0,0,-2.26563273469712,-3.07780470703989,3.02907232642056,0,0,-2.11180758619062,-3.63094281685936,0,0,0,-3.65062577812496,0,0,0,4.22773391598782,0,-5.33091412836774,3.65775803509154,0,-3.92419100778663,-6.28897743817768,0,0
"SRR1055796",4.72525466034644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.39940341266666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88793942616169,0,0,0,0,0,0,0,0,0,0,0,-2.27460818715037,0,0,0,0,0,0,0,-2.29242042699291,-2.86139408783102,0,0,0,0,-3.0631622465808,0,0,0,-3.93973694745658,0,0,0,-6.07670159925545,0,-4.95607994060054,0,0,-3.97058865186046,-5.30555264290477,0.258132159727465,0
"SRR1055799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87278086742912,0,0,0,0,0,0,0,0,0,0,4.19749425471535,0,0,0,0,0,0,0,0,-1.38170955887223,0,0,0,0,0,0,0,-4.97580242139903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61667052266881,0,0,0,0,0,0.172167141935914,0,-2.34959293160817,0,0,0,0,-2.61197405474027,0,0,0,0,-4.53220629193019,0,0,0,0,0,0,4.52407177086184,0,-4.06961433465007,0,0,0
"SRR1055800",0,0,0,0,0,-2.94199740157077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2769355890255,0,-5.0956889752562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26959649483545,0,3.94376812575393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93105644173523,0,0,0,-2.3261378652755,0,0,0,0,0,0,0,-2.34489185510143,-2.93772940583366,0,0,0,-2.31662161407717,-3.172620069421,0,0,0,-4.02898896806697,0,0,0,-3.23129945556967,0,-5.08829658979302,4.01250633749388,0,-4.06147183129012,-5.49513915334987,-5.59677483151632,0
"SRR1055801",0,-2.77882040058334,0,0,0,0,4.81305811891924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08856551020791,0,0,0,0,0,0,0,0,-2.51540028882919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61750157861611,0,0,0,0,0,0,0,4.35680110162559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76486828930167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29917943373008,-2.96185400639498,0,0,0,0,-3.28179914857694,0,0,0,0,0,0,0,-2.48281249637909,0,-5.13008162367753,0,0,-3.98229559493794,-5.68424286557154,-4.3003573893955,0
"SRR1055802",0,0,0,0,0,0,0,0,-2.74468097094378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2628416637043,0,0,-4.75392689224211,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50028601842483,0,0,0,0,0,0,0,3.91935673101954,0,0,0,0,0,0,0,0,6.06267322493478,0,0,-2.14236525625712,0,0,0,0,0,0,0,-2.25815534242341,0,0,0,0,-2.13976753576421,-2.74572730840465,0,0,0,-3.71068547220766,0,0,0,-2.7905285038495,0,0,3.70618608833007,0,3.91123978446045,-4.75573920188619,-4.8333371486365,0
"SRR1055803",4.71956949754802,0,0,0,0,-2.85122830279724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93847228442321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59283783365734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49092686368134,2.85857319011285,0,0,0,0,0,-2.88880046829818,0,0,0,0,0,0,0,-6.39863541861205,0,0,0,0,-4.05522990684138,-5.00354918402121,-0.0168315564390029,0
"SRR1055804",4.87541328235853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33083385530698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03712266139334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6142489935761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.52801208050961,0,0,0,0,0,0,0,0,0,0,0,-2.26587931231178,-2.99465252892324,0,0,0,0,-3.08889585158611,0,0,0,0,0,0,0,-5.96975806680797,0,-5.18689033110968,0,0,-3.92461809274323,-5.35012455423588,0.835297866183686,0
"SRR1055805",5.23538646597451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2092203417975,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82648187710795,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10056014231393,0,0,0,0,0,0,0,-2.30223174648246,0,0,0,0,-2.1667195863923,-2.62939564106473,0,0,0,-3.76147671161392,0,0,0,-5.89813827543506,0,0,3.75286840938609,0,-3.98758235570564,-4.55424684352425,1.76755430414418,0
"SRR1055806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31154882135935,0,0,0,0,0,0,0,0,0,0,4.45882334491608,0,0,0,0,0,0,0,0,0,0,-2.20951465359855,0,0,0,0,0,-4.00372000277035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82699164010064,-2.31701370274465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01318545498702,0,0,0,-2.12746819181865,0,0,0,0,0,0,0,0,-3.58504145443644,0,0,0,-2.11810904932257,-2.37162078507377,0,0,0,-3.6848829997166,0,0,0,-2.29877883504137,0,-6.20947394632454,3.66867248939811,0,0,-4.10776769603416,-3.98160173765565,0
"SRR1055807",4.87300508794364,0,0,-4.44340093938495,0,-2.72954991348185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.70380497929942,0,0,0,-2.67415234872112,0,0,0,0,0,0,0,0,0,0,-4.7277191319458,0,0,0,0,0,0,0,0,0,5.24100897261866,0,0,0,0,0,4.63176773516462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.09723511517997,0,0,0,0,0,0,0.326297924287845,0
