"","293__821","839__28116_187327","28116__187327","53440__626930","1680__1685_78342","437898__77095_477666","452084__582_39492","305719__29356_328814","216816__329854","1685__78342","33034__2173_328812","208479__291644_454154","1630__40519","83263__80866_180282","481743__1113741","28130__76517_386414","104663__153721_1611423","1260__69825_166486","529__294_587753","29356__328814","582__39492","876__1382_57706","2173__328812","191295__310514_349096","535744__163877_626935","1308__39484","40216__28090_1144673","1311__1687_415956","291644__454154","41976__817_1582","1532__851_1691","38286__33031_184870","1453492__243924_1646377","32013__225991","1406__1265_38986","28454__1113609","626932__13690_56810","253239__850_626931","82135__28126_387661","34038__33035_39486","254__29430_40214","76517__386414","108980__216778","187452__589436","153721__1611423","34087__196024","106654__471_48296","118748__1735_28901","69825__166486","1746653__1280_28025","1401__79880_290588","471__48296","1633__103892_626937","817__1582","310514__349096","243924__1646377","173480__43770_1223514","102862__1408_28135","487316__28026_29466","850__626931","1265__38986","28126__387661","1487956__823_536633","1282__1504_191493","28127__36874","33039__28118_52787","1735__28901","88688__214856_387090","103892__626937","588__1034636","53408__820_1755626","33031__184870","1725__47877","29360__28129_29375","261299__1559_36745","317__33069_47884","29430__40214","46228__1358_39778","585__246787_487175","487698__410072_454155","1408__28135","840__100884","28026__29466","823__536633","216947__47678_239935","308892__40324_83617","43770__1223514","70775__39485_204516","80866__180282","1254__36835","28118__52787","53363__28128_397865","1504__191493","214856__387090","1280__28025","185293__287_165179","216935__516075","35825__45851_1465754","1670__1303_1623","1506__189722_351091","138595__907_633701","33029__43131_1827099","820__1755626","246787__487175","79880__290588","376804__384638","905__376806","33935__729_301301","28128__397865","47879__28111_169435","488__28091_43675","1358__39778","47678__239935","2139__35833","33032__179995_309120","28090__1144673","588932__40518_882211","287__165179","410072__454155","39485__204516","185294__589437","28129__29375","47880__101564","33035__39486","671267__28125_228603","189722__351091","1584__137591","421767__310298_328813","341225__106648_1463837","153151__1264_29348","1613__1465521","1379__28037_44749","40324__83617","45851__1465754","143393__818_310297","28111__169435","1267__1535_33043","13690__56810","907__633701","301__1515_122355","470565__28132_28137","28091__43675","1303__1623","310300__46503_218538","729__301301","43131__1827099","2741__47715","316__171399","29552__36847","1547__39483","1382__57706","860__425941","163877__626935","40518__882211","1687__415956","29524__1148157","851__1691","1510__28117_46506","1902__40215","134605__251535","284042__416016","370979__490189","310298__328813","562__1590_1161942","29461__871324","28108__171685","77095__477666","157687__228604","199__60133","1710__237258","1264__29348","405446__1661032","179995__309120","28446__29370","53412__658457","28037__44749","245__285","33069__47884","818__310297","423605__1463864","106648__1463837","1515__122355","1535__33043","28132__28137","46503__218538","879__291645","28125__228603","1590__1161942","133926__1113922","1559__36745","1472__1844653","28117__46506","294__587753"
"ERR1074811",0,0,0,0,0,0,0,0,4.01852976229341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46889821760686,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77140267346012,0,0,0,0,0,0,-2.34360937067799,0,0,0,0,0,0,0,0,0,0,-0.921488359002892,0,0,0,0,0,-4.05925050310879,0,0,0,-4.80021023866514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62309482269284,0,-2.68566861329149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54333350597488,0,0,0,0,0,0,0,-4.65171449051391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074869",0,-3.08088155272947,5.33624338142914,0,0,0,-5.05716947640327,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118274404929066,0,0,0,0,0,0,0,0,-2.92226417666246,0,0,0,0,0,0,0,0,0,0,-2.92448447027534,0,0,0,0,0,0,0,0,0,0,0,0,5.06151002711782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70440290714077,0,0,0,0,0,-5.06535568846305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68416323930478,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43461171252029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.81281633004431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.21687118278742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87194079599617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074894",-5.7316906254764,-2.50034511330646,4.33072477270336,0,0,0,-2.99394766233659,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.18566946636904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.74257326892656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4456823218518,0,0,0,0,0,0,0,-2.4095081463236,0,0,-0.684103364145562,0,0,0,0,0,-4.23604604062033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17339053068358,0,0,0,0,0,0,0,0,-2.57677323499804,0,0,0,0,0,0,0,0,-2.55498960011201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46310216260022,0,0,0,0,0,-4.42537180020409,0,0,0,0,0,0,0,0
"ERR1074972",-5.22292216734579,-2.56887199868956,4.44941681987132,-4.17292357854913,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.450223972251,0,0,0,0,0,0,0,-4.31824829743361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.24391240986197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.81566352456707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.592486232149661,0,0,0,0,-2.48037631494995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29613779938378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074999",-5.3073857667463,0,0,-4.13631965803804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3786402750997,0,0,0,0,0,0,0,-3.17026947318331,0,0,0,0,0,0,0,0,0,0,0,0,4.11992580940229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60866234645458,0,0,5.49106780123811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51833572385117,0,-3.23083725969044,0,0,0,0,0,0,-2.57048373757157,0,-2.44491965661881,0,0,0,0,0,0,-2.21160091918493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.59597428477045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45220843350351,0,0,0,4.23472506568763,0,-3.83060515809433,0,0,0,0,0,0,0,0
"ERR1075202",0,-3.38623000132787,5.8651224084139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.65995588252461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87512792685546,0,0,0,0,0,0,0,0,-2.06441824068022,0,0,0,0,0,0,0,-2.70422781280028,0,0,0,0,0,0,0,3.52407808858522,0,0,0,0,-3.5756772809301,0,0,0,-1.87219438280404,0,0,0,0,0,0,0,-1.72815575825555,0,0,0,0,0,0,-4.68385996701094,0,0,0,0,-1.71214389628449,0,0,0,0,0,0,0,0,0,2.99325357669133,0,3.24273579266166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76203904429261,-2.96552021823368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05194114963491,0,0,0,0,0,0,0,0
"ERR1075257",-5.4762836331328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.77368639361072,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62151697471215,0,0,0,0,0,0,0,0,0,0,0,0,-2.51986229427045,0,-2.92372671574013,0,0,-0.345702739535841,0,0,0,0,0,0,0,0,0,-4.54060059310571,0,0,0,0,0,0,0,0,0,0,0,0,-5.06404321910839,0,0,0,0,0,0,0,4.36452952175351,0,0,0,0,0,0,0,0,0,-2.54662509668187,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48403815855153,0,0,0,0,0,-2.39283898905955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41088405528301,0,0,-4.14451870338289,0,0,0,4.30248029855108,0
"ERR1075275",-5.89559244137053,-5.111754524342,-0.209682751488154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.05680193541064,0,0,0,0,0,0,0,-2.53771462108606,-2.90147748667508,0,0,0,0,-2.10326703975635,0,0,-2.22767852896473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552586300531071,4.39545065883146,0,0,0,0,0,0,0,0,3.642965374743,0,0,0,0,0,-5.02550642393848,3.85845239509721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075554",-5.10117094603208,-2.32873641517443,4.03348978851793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3170147713533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0131873058715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.38338644746734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20196150349293,0,0,0,0,0,-2.16741868727879,0,-2.3453405780858,0,0,-5.86019722865339,0,0,0,0,0,-5.54596000792939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06224904229756,0,-2.12908174742887,0,0,0,0,0,-3.75407928764111,0,0,-2.17534847686871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.68767776001434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76781408610418,0,0,0,0,0,0,0,0,0,0
"ERR1075669",-5.11653080090738,0,0,0,0,0,0,0,0,0,0,-2.53722277375679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3945987542676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6515722370447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62590714401492,0,0,0,0,0,0,0,0,0,-2.79835928104534,0,0,0,0,-0.237436684926139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54820458939193,0,0,0,0,0,0,0,0,0,-2.39823200134322,0,0,0,-4.84690045260244,0,0,0,0,0,0,0,0,0,-2.37766526260048,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10845642212783,0,0,0,0,0,0,0,0,0,0,0,0,4.15385967466405,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11823703821562,0,0,0,0,0,0,-5.38400445623917,0
"ERR1075751",-5.3153488119831,-2.36557337846751,4.09729328053809,0,0,0,0,0,-4.50953362638815,0,0,-2.8228219430654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88927102610958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.72895199493996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.71131776526134,0,0,0,0,0,0,0,-2.47709466925351,0,0,0,0,0,0,0,0,-2.52554338703963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301308965412261,4.2904538223051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37436946307222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1075893",-5.10695775357616,-2.56812077464257,4.44811566165408,0,0,0,-2.60739250540505,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51613629463585,0,0,0,0,0,0,0,0,-2.37325241044006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11059375406748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77156747209243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40555982118013,0,0,0,0,0,0,0,-2.48220487779822,0,0,-4.80049567826932,0,0,0,0,0,-4.16655183093029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29930496314182,0,-2.81827541704467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61763826765793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88139621204373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53388247542011,0,0,0,0,0,0,0,0
