"","291644__1535_1646377","1535__1646377","349096__1408_40324","1661050__39484_187327","28446__901_1223514","53408__1260_1827099","39484__187327","82135__40214_1465754","43770__216778","28025__35833","1408__40324","1487956__585_1725","33035__28117_189722","901__1223514","47877__29466_47770","1532__1358_28118","187491__1859290","1401__481743_1113741","118748__1613_1465521","45067__40681_475254","28128__36874_43131","1611423__41276_104663","999468__28127_309120","587753__529_1506","2741__1258_47715","28091__287_28901","34087__196024_370979","239974__1264_487175","47880__169435_376804","588__48296_516075","40214__1465754","1453492__28454_243924","28117__189722","840__28038","67269__1735_44749","2173__182710_310514","59310__179995_328812","290309__225991_376805","1282__1504_29356","658457__1515_69825","53412__52787_191493","1582__55197","441500__2139_38304","1590__36835","115979__100884_187452","39029__487698","40216__28090_271420","1264__487175","245__153151_1671366","56810__13690_626933","1358__28118","287__28901","1735__44749","585__1725","76517__860_425941","32013__33034_80866","39490__850_38986","225991__376805","48296__516075","36848__301_1382","1681__28130","574375__28026_47884","1633__103892_535744","28127__309120","39496__147802","29375__1113609","47879__729_28111","1580__305719","1406__33032","254__79880_405446","43263__959_290588","169435__376804","35825__185294","1515__69825","202611__39497_328814","29466__47770","1260__1827099","179995__328812","876__823_397865","529__1506","33964__1307_33031","28454__243924","1512__208479_437898","316__180282","1571__33069_166486","1504__29356","196024__370979","562__78342_626937","216947__28116_46506","1144673__39492_218538","1267__301301_329854","1661032__317_28125","52787__191493","490189__46503_47678","182710__310514","13690__626933","41276__104663","100884__187452","1559__36745","228604__28137_470565","729__28111","79885__1902_192421","285__83617","1467__308892","1727__46228","28026__47884","481743__1113741","29360__39483","29354__88688","40681__475254","1599__341225","183417__122355_454154","1428__101070","1687__133926","2139__38304","1121830__1148157","1691__28124","93064__103621","1902__192421","33959__251535","28131__284042","98513__1463864","157692__1463837","1258__47715","28135__76853","39486__1113709","54006__1755629","300__1311","40215__387661_633701","39497__328814","28090__271420","86664__40519_261299","1613__1465521","1071390__817_536633","29533__487316","37734__310297_882211","270498__310300","471__416016","163665__1265_40518","106654__137730","103892__535744","823__397865","70775__71999","28126__137591","381706__108980_216935","850__38986","357276__29552_84032","33069__166486","959__290588","171399__1308_33038","208479__437898","33034__80866","79880__405446","479117__29348_40520","52133__106648_588932","29370__36847","39492__218538","301301__329854","78342__626937","28116__46506","1352__33043_239935","317__28125","860__425941","1121298__45851_351091","46503__47678","1307__33031","33039__185293","879__574930","122355__454154","36874__43131","376806__246787_310298","1113922__589436_626930","102862__584_1680","153151__1671366","301__1382","33935__1630_84030","488__43675_387090","310297__882211","817__536633","387661__633701","40519__261299","1265__40518","108980__216935","158849__1623_143393","29552__84032","1308__33038","626931__818_204516","237258__294_410072","33043__239935","28137__470565","45851__351091","29348__40520","52226__291645","157687__1685_28132","584__1680","1630__84030","60133__39778_216816","246787__310298","57706__907_28037","589436__626930","43675__387090","1379__1303_1161942","106648__588932","228603__820_821","626932__328813_1755626","818__204516","1623__143393","294__410072","839__165179_214856","1685__28132","39778__216816","907__28037","1303__1161942","165179__214856","328813__1755626","820__821"
"ERR1073205",0,0,0,0,0,0,0,0,0,0,0,1.9051145006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85383830819387,4.35688627018861,0,0,0,0,0,0,0,0,0,0,0,-5.53042444293775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84229380872348,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.94299294637819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92299728674753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5801002060155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78295808452174,-3.13604779601573,4.46886464543778,0,0,0,0,0,0,0,0,-5.43179411766365,4.82022479772621
"ERR1073206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83919219409722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29663095725273,0,3.1200541241923,0,0,0,0,0,0,0,0,3.18557432506047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97788150419728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27485335792582,0,-1.82820676140262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16654699749029,0,3.94016159569619,-3.16356755235009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01659101281698,0,-5.47945973384667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23370033737814,-1.99373743627439,3.4928380922858,0,0,0,0,0,0,0,0,-3.45325453657937,-3.86888247322268
"ERR1073318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81660665424485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.14645502251978,0,0,0,0,-2.38437686768226,0,0,0,2.98574793125563,0,0,0,0,0,-3.6259232847722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30169631051941,0,0,0,0,0,0,0,4.12986187921761,0,0,0,0,0,0,0,0,3.04841664527084,0,0,0,0,0,0,0,0,0.133571851162151,-3.2417227383818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98665495341344,0,0,0,0,0,0,0,-1.77440277027379,0,-5.61482848692859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07335575120516,0,0,0,0,0,0,0,0,0,0
"ERR1073394",0,0,0,0,0,0,0,0,0,0,0,0,-2.6179832548251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53448001072161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19122978620338,0,0,0,0,0,0,0,0,0,-3.03432270313877,0,0,0,0,-2.39253355621456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79532132076254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25560108839608,0,0,0,0,-4.14398967817707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87280256574659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.68470796625953,-2.95608093955539,4.97584000398732,0,0,-2.28915059842247,0,0,0,0,-3.96492514264442,-5.12008237859588,0.0779538857588547
"ERR1073395",0,0,0,0,0,0,0,0,0,0,0,0,-2.63634405671763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56628185246718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01419609788379,0,-2.21920317004461,0,0,-2.30595254897492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84377264283519,0,5.22074078551057,0,0,0,0,-3.99402697466752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85188322221619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.66806934430107,-2.96420272096565,4.93960663813169,0,0,-2.38156682137521,0,0,0,0,-4.12499473624217,-5.13414971664641,0.241366510925895
"ERR1073450",0,0,0,0,0,0,0,0,0,0,0,0,-2.3660348779225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0980926210418,0,-2.28799871349961,0,0,0,0,-2.51521898204114,0,0,0,0,0,0,0,0,0,0,0,0,-3.96293001943355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35648706905693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61615484057944,-2.78964228641472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8318021750129,0,0,4.53131310435084,-2.38564547905841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13205917857616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.08266245670594,-3.1649350113616,0,0,0,0,0,0,0,0,0,-5.48182824233188,-5.33932799759978
"ERR1073663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57799587253382,0,0,0,0,0,0,0,0,0,0,0,-2.5296724956101,0,0,0,0,0,0,0,-4.46521983293143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38152128890625,0,0,0,0,-2.88284337377669,0,0,0,0,0,0,0,0,0,-3.03843691816355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56570160810987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9932311936445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26272711785226,0,0,0,0,0,0,0,0,-4.44392554230747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60956868515699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.00277820727186,-2.71435680236557,-4.51990554853263,0,0,0,0,0,0,0,0,-4.70140389156737,-0.613391639179214
"ERR1073712",0,0,-2.36443737217585,0,0,0,0,0,0,0,-4.09532565992322,0,-2.48257259815443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29994187348175,0,0,0,0,0,0,-2.35419627271933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07758755533916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32589580477855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15035699139064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17934647138088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02856970698775,0,0,0,0,0,0,0,0,5.45657837106842,0,0,0,0,0,0,0,0,-5.50678962329651,0,0,0,0,0,0,0,0,-2.47281770111576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51688767318667,-2.26615028768676,-4.28304589618816,0,0,0,0,0,0,0,0,-3.92508743586029,4.35937732690312
"ERR1073918",0,0,0,-2.41344926093678,0,0,-4.18021674143206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62737610775025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55074890921599,-2.49909248784139,0,0,-2.41531337676743,0,0,0,0,0,0,-2.99811967086365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32855516175499,0,-4.18344548476194,0,0,0,0,0,0,5.19289559710753,0,0,0,0,0,-5.51308235737655,-3.34688428936596,0,0,0,0,0,0,0,0,0,-5.79697363623589,-0.400326755539776
"ERR1073975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7567064235053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13392660625262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54287468485873,0,-2.22537776007552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74454742110105,0,0,0,0,0,4.77475558706266,0,0,0,0,0,0,0,0,3.69606930165257,0,-3.13794590978815,0,-1.88322027273324,0,0,0,0,-3.85446734648462,4.40438815145602,0,0,0,0,0,0,0,0,0,0,0,0,3.02164476956027,-3.11108267274034,0,3.2618331942177,0,0,-5.43508174715602,0,0,0,0,0,0,-2.56498207280191,0,0,0,0,0,0,0,0,0,-4.44267927059625,0
