"","40520__626937","1504__1282_39489","39492__351091","28125__48296_397865","39484__28111_633701","582__187491_1859290","48296__397865","840__29375_246787","28111__633701","29375__246787","39497__216778_1144673","1428__133926_163877","28038__1687_508460","83263__80866_180282","290309__32013_225991","45067__1717_40681","33964__28117_187327","626932__28901_79880","28127__1630_40518","1264__410072","376806__53408_1661050","40519__46503_47678","309120__536633","305719__585_310514","43770__839_1646377","1010__76759_999468","671267__1510_387661","32013__225991","1113609__28454_243924","28117__187327","191295__29466_43675","147802__1827099","173480__38986_574375","1467__36848_184870","28126__216816_349096","153721__626933_1611423","1267__28132_470565","239974__33029_33032","729__40214","860__287_293","34087__511_196024","202956__28090_106648","1630__40518","588__471_516075","1582__820_28116","1401__202611_290588","46503__47678","1661032__1352_47877","56810__907_261299","28901__79880","405446__584_33069","308892__1408_1522","839__1646377","13690__37734","80866__180282","1487956__1725_191493","40216__254_29430","70775__1358_169435","100884__1559_36745","216816__349096","585__310514","76759__999468","1597__1308_69825","39486__166486_301301","33034__1260_33031","1510__387661","28135__28118_216947","187452__425941","1680__1685_589436","1532__28137","626933__1611423","287__293","535744__1755629","38304__823_46506","1034636__285_83617","216778__1144673","36835__39490","182710__218538_239935","471__516075","28129__45851_179995","317__47884","588932__33043_882211","183417__216935_1465754","907__261299","53363__36874_43131","108980__122355_310297","511__196024","291644__328812","28091__488_41976","1121298__818_821","28454__243924","487698__40324_47880","584__33069","850__291645","38986__574375","1308__69825","820__28116","36848__184870","28090__106648","202611__290588","1352__47877","102862__29356_228603","1571__562_143393","1685__589436","1358__169435","29466__43675","358742__1512_208479","53408__1661050","34038__1303_328814","1689__817_1735","1406__288965","1260__33031","28446__29370","823__46506","1547__39483","136857__1280_28025","218538__239935","33043__882211","876__1506","28132__470565","1304__29461","316__301_251535","45851__179995","1379__28037_387090","1408__1522","166486__301301","254__29430","82135__52787_78342","57706__1623_2173","1725__191493","122355__310297","1710__39645_105229","28118__216947","818__821","185293__189722_310298","33029__33032","216935__1465754","488__41976","103892__33038_204516","547163__745310_1113922","137732__1535_39485","33935__479117","2741__47715","88688__574930","470__626935","901__454155","817__1735","1717__40681","1254__1681","153151__415956","386414__1515_28128","133926__163877","1687__508460","40324__47880","29524__1148157","300__1691","1512__208479","851__237258","370979__490189","502558__29552_39496","1902__357276","157687__228604","1303__328814","39645__105229","303__1661055_1661059","34062__1382_52773","1661055__1661059","202955__202952_633417","1382__52773","114527__207340","202952__633417","1660__284042","137591__214856_487175","199__60133","1472__1844653","187491__1859290","28130__76517","36874__43131","301__251535","1282__39489","1670__1463864","1727__29348_1755626","452084__329854_454154","28037__387090","185294__589437","29356__228603","341225__1463837","33038__204516","562__143393","52787__78342","1623__2173","1535__39485","879__1265_1161942","285__83617","53412__658457","189722__310298","1515__28128","437898__626931","41276__55197","529__101564","1613__118748","745310__1113922","29552__39496","29348__1755626","1280__28025","214856__487175","329854__454154","52226__165179_328813","294__587753","1559__36745","1265__1161942","165179__328813"
"ERR1073395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.636347241899,0,0,0,0,-2.3059557341563,0,0,0,0,0,0,0,4.56628736936315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.41791365042529,0,-3.9940324915635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21920635522599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.11624775470126,0,0,0,0,0,0,0.674659916313342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84377815973116,0,0,0,0,0,0,0,-0.714427552766335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38157000655658,0,0,0,0,0,0,0,0,-2.96420590614702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13415523354239,0,4.12500025313815,0,0,0,0,0,0
"ERR1073450",0,0,4.83180769190887,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36603806310388,0,0,0,0,0,0,0,0,0,0,0,0,4.09809813793777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61615802576081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38564866423979,0,0,0,0,0,0,0,-3.08266564188731,0,0,0,0,0,0,-4.53131862124682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13206469547213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.33933351449576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51522216722252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16493819654298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3564925859529,0,0,0,0,0,0,-5.48183375922785,0,0,0,0,0,0,0,0
"ERR1073490",0,0,-4.23966023782254,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36700690921121,0,0,0,0,0,0,0,0,0,0,0,0,4.0997762286204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22017918872228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.39464610795505,0,0,0,0,0,0,0,-2.30194307860682,0,0,0,0,0,0,0,-3.43779258628129,0,0,0,0,0,0,-3.84546315677404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175385870791527,0,0,0,3.98708236827853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.95443142532281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86305806692403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95896203693236,0,0,0,-2.1582606152352,0,0,0,-3.73821704156222
"ERR1073491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56474004513385,0,-2.76117683529514,0,0,0,0,0,0,0,0,0,0,4.44226006637832,0,0,0,0,0,0,0,0,0,0,0,0,-4.78249856741342,0,-2.81754668686535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01127183376868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.85656546613416,0,0,0,0,0,0,4.88013401434815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111244479791915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39388246862694,0,0,0,0,-2.82131822170224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06697174938747,0,0,0,0,0,-4.88666650430815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.31215089531751,0,0,0,0,0,0,0,0
"ERR1073663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82432137481791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52967568079147,0,0,0,0,0,0,0,0,0,0,-5.92128666230299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1784632028167,0,0,0,0,0,-4.38152680580222,4.89186811808741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26949592420777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.50525975726662,0,0,0,0,-2.60957187033837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57799905771519,0,0,0,0,0,0,0,0,-2.71435998754695,-2.56570479329125,0,0,0,0,-4.5199110654286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.70140940846334,0,-4.46522534982741,-4.44393105920344,0,0,0,0,0
"ERR1073812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0841012335211,3.93196859815307,0,0,0,0,0,0,0,0,0,0,0,3.60976922457551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36942455938959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.29019380743108,0,0,0,0,0,0,-0.37667375699715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46353052871533,-2.39147242768456,0,0,0,-2.35586291338888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90975350916891,0,0,0,0,0,-4.08047426165678,0,0,0,0,0,0,0,4.14215174964975,0,0,0,0,0,0,0,-5.03984091538238,0,0,0,0,0,0,0,0
"ERR1073918",0,0,-4.18345100165792,0,0,0,0,-2.99812285604503,0,-5.1929011140035,0,0,0,0,0,0,-2.41345244611816,0,0,0,0,0,0,0,0,0,0,0,0,-4.18022225832803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26835927676393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49909567302276,0,0,0,0,0,0,0,-2.872108743907,0,0,0,0,0,0,0.0235570876580116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32856067865096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.97463826930975,0,0,0,0,0,0,-2.70794248532308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34688747454733,0,0,0,0,0,0,0,0,0,-4.69029396855392,0,0,0,0,0,0,0,0,0,0,0,-5.79697915313187,0,0,0,0,0,0,0,0
"ERR1074062",0,0,-3.09950778193672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34017540435351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86051827335122,0,0,0,0,0,0,0,0,0,-2.21706947767068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10065297204505,0,0,0,0,0,0,0.707755883552691,0,0,0,0,0,0,0,0,0,0,0,0,-2.24475613320468,0,0,0,3.84007697923582,0,0,0,0,0,0,0,0,0,0,0,-3.22251217785463,0,0,0,0,0,0,0,-5.37048848422147,0,0,0,0,0,0,-2.40353893949475,0,0,0,0,0,3.88803167331236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09900428726044,0,0,0,0,0,0,0,0,0,-4.16305156117512,0,0,0,0,0,0,0,0,0,0,0,-5.36763287840887,0,0,0,0,0,0,0,0
"ERR1074157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.94227941958805,0,0,0,0,0,0,0,0,0,0,0,0,-0.199598994118462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.91879221620046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01639853692987,0,0,0,-2.88692781687682,0,0,0,0,0,0,0,0,0,0,0,-2.83979118953864,0,0,0,0,0,0,0.612782784645685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119263518452028,0,0,-5.00030565661455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91866262316738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05303498342102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28801170857042,0,0,0,0,0,0,0,0
"ERR1074475",0,0,0,-3.18185518700126,0,0,-5.51113484621276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48230442708175,0,0,0,-2.90523418219326,0,0,0,0,0,0,0,0,0,0,0,-5.63163595877604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29947738755875,0,0,-5.03201321144454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57559405107798,0,0,0,0,0,0,-2.4645708855991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47981794661124,0,0,0,0,0,0,0,0,0,4.26876199271266,0,0,0,0,0,0,0,0,0,0,0,-4.29517067705179,0,0,0,0,4.40684069967319,0,0,0
