"","44749__48296","376804__40520_351091","40520__351091","1504__39492_397865","2088__626930","39492__397865","582__187491_1859290","84032__1590_40518","253239__39497_84030","39029__187327_536633","1590__40518","2139__28125_179995","28111__29375","905__28446_29370","452084__39778_40214","115979__1717_163877","39497__84030","1465521__133926_1148157","187327__536633","59310__1691_508460","28125__179995","47770__410072","29360__1547_39483","376806__53408_1661050","46228__588_1646377","82135__1532_28137","305719__585_187452","1630__309120","202956__216778_1144673","1010__76759_999468","39778__40214","40519__293_28901","153721__839_1510","1113609__28454_243924","726__729_28117","77095__28135_535744","441500__38304_425941","173480__33031_184870","1467__33029_33032","239974__28132_470565","34087__511_196024","56810__291644_387661","588932__28090_106648","271420__46503_47678","28126__850_328812","860__216816_349096","106654__471_516075","840__823_28116","1401__202611_290588","1661032__1352_47877","38288__1254_36848","729__28117","43770__907_261299","100884__2173_1611423","588__1646377","33035__287_69825","405446__584_33069","1487956__1725_191493","70775__53412_658457","37734__310514","40216__254_29430","1264__820_821","386414__1358_169435","310300__1559_36745","293__28901","585__187452","839__1510","76759__999468","1584__166486_301301","28129__1308_589436","216816__349096","46503__47678","38304__425941","1034636__1755629","1532__28137","28135__535744","1267__1522_216935","823__28116","626933__285_83617","216778__1144673","291644__387661","471__516075","80866__45851_882211","907__261299","287__69825","876__1689","1680__1685_33043","317__47884","53363__36874_43131","308892__218538_239935","108980__901_454155","183417__122355_310297","511__196024","1571__38986","43675__1303_29466","28091__488_41976","850__328812","28454__243924","487698__40324_47880","584__33069","1597__1735_1465754","291645__818_46506","288965__574375","34038__1681_633701","185294__589437","1308__589436","202611__290588","1254__36848","28090__106648","1352__47877","1358__169435","53408__1661050","1746653__208479_328814","39490__1280_28025","57706__562_143393","28136__29356_228603","1827099__1260_28128","1685__33043","33031__184870","28446__29370","1406__1408","1547__39483","166486__301301","28132__470565","820__821","45851__882211","316__301_1623","218538__239935","1379__28037_387090","137591__52787_78342","254__29430","122355__310297","1725__191493","1522__216935","29355__114527_207340","33029__33032","33935__39645_105229","28118__52226","185293__189722_310298","818__46506","1512__817_39485","1735__1465754","488__41976","103892__33038_204516","2741__47715","137732__1535_1755626","40681__574930","502558__437898_626931","901__454155","153151__626935","1717__163877","40324__47880","1687__415956","133926__1148157","1691__508460","1681__633701","29524__237258","479117__29552_39496","370979__490189","300__1902","208479__328814","1304__1515_29348","851__251535","157687__228604","1303__29466","1121298__214856_487175","1661055__303_1661059","303__1661059","34062__1382_52773","128780__39960_1463864","39645__105229","1382__52773","202955__40215_202952","114527__207340","40215__202952","1660__284042","39960__1463864","199__60133","1472__1844653","187491__1859290","36874__43131","28130__76517","1282__39489","1670__1463837","28037__387090","29356__228603","301__1623","225991__329854_454154","817__39485","879__341225","562__143393","52787__78342","2173__1611423","33038__204516","285__83617","547163__1265_1161942","189722__310298","53412__658457","1535__1755626","1260__28128","437898__626931","41276__55197","529__101564","1613__118748","745310__1113922","29552__39496","1515__29348","214856__487175","1280__28025","329854__454154","294__587753","216947__165179_328813","1559__36745","1265__1161942","165179__328813"
"ERR1073395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63634750732966,0,0,0,0,0,0,0,0,-2.30595599958696,0,0,0,-3.01419954849582,0,0,0,-4.56628782910254,0,0,0,0,0,0,0,0,0,-6.66807624552514,0,0,0,0,0,0,-2.21920662065665,0,0,-3.99403295130289,0,0,0,0,0,-5.22074676214594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85188667282823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84377861947055,0,0.241366510925895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93961261476705,0,0,0,0,0,-2.96420617157768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38157027198724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13415569328178,0,0,0,0,0,0,0,0,4.12500071287753,0,0,0,0,0,0,0
"ERR1073450",3.96293599606891,0,0,-2.78964573702675,0,4.83180815164826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36603832853454,0,0,0,0,0,0,0,0,0,0,0,0,-2.61615829119147,0,0,0,-4.09809859767716,0,0,0,0,0,0,0,0,0,-3.08266590731797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5313190809862,0,0,0,0,0,0,0,0,-2.38564892967044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13206515521152,0,0,0,0,0,0,-5.33933397423514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16493846197364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51522243265317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.48183421896724,0,0,0,0,0,0,0,4.35649304569229,0,0,0,0,0,0,0,0
"ERR1073490",0,-2.44776924501006,-4.23966069756193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36700717464187,0,0,0,0,0,0,0,0,0,0,0,0,-4.41243981957545,0,0,0,-4.09977668835978,0,0,0,0,0,0,0,0,0,-3.43779285171195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048357280182133,0,0,0,0,0,0,0,0,-2.30194334403748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20238627339386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98708282801792,0,0,0,0,0,0,-5.9544318850622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.81464492341045,0,0,0,0,0,-2.86305833235469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95896249667175,0,0,0,0,0,0,0,0,0,0,0,0,-2.15826088066586,0,0,-3.73821750130161
"ERR1073491",0,0,0,0,0,0,0,-2.76117710072579,0,0,-4.7824990271528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56474031056451,0,0,0,0,0,0,0,0,0,0,0,0,-2.50884753383268,0,0,0,-4.44226052611771,0,0,0,0,0,0,0,0,0,-6.14820916003399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34545139704209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.02832862005482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.888741692564164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406667489618593,0,0,0,-2.8213184871329,0,-3.06697201481813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88666696404754,0,0,0,0,-5.3121513550569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1073663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.88284682438872,0,0,0,0,0,0,0,-2.52967594622213,0,0,0,0,0,-6.00278510849593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99323717027986,0,0,0,0,0,0,-4.38152726554161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03844036877558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.613391639179214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26273309448763,0,0,0,-2.60957213576903,0,-2.71436025297761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57799932314585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56570505872191,0,0,0,0,0,-4.51991152516799,0,0,0,0,-4.70140986820273,0,0,0,0,0,0,0,0,-4.46522580956679,0,-4.44393151894283,0,0,0,0,0
"ERR1073812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08410149895176,0,0,0,0,0,0,0,0,0,0,0,0,-2.29344889262494,0,0,0,-3.6097696843149,0,0,0,0,0,0,0,0,0,-5.14355823913268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97237000658897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22261229678568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71751170268366,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39147269311522,3.84967742356016,0,0,0,-2.35586317881954,0,-2.90975377459957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08047472139617,0,0,4.14215220938913,0,-5.03984137512177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1073918",0,-2.41531682737947,-4.18345146139731,0,0,0,0,0,0,-2.41345271154881,0,0,0,0,0,0,0,0,4.18022271806742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62737955836228,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.51308925860062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55075488585135,0,0,0,0,0,0,0,0,-2.49909593845342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32856113839035,0,0,0,0,0,0,-0.400326755539776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70794275075374,0,0,0,0,-3.34688773997799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.69029442829331,0,0,0,0,0,0,0,0,0,-5.79697961287125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074062",0,-1.78950191768716,-3.09950824167611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18284618576392,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.47505273002797,0,0,0,0,0,0,-1.86051853878188,0,0,0,0,0,0,0,0,0.435252763961623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.22251263759402,0,-1.25790838539458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64829560356075,0,0,0,0,-3.0990045526911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275019887862752,0,0,0,0,0,0,0,0,0,-5.36763333814825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074157",0,0,0,0,0,0,0,0,0,-2.52875924171682,0,0,0,0,0,0,0,0,4.37993948676288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41352070873255,0,0,0,0,0,0,0,0,0,0,0,0,-5.3251291668329,0,0,0,-4.18034049264442,0,0,0,0,0,0,0,0,0,-3.13629152636587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.415472698913983,0,0,0,0,0,0,0,0,0,0,0,-2.88692808230748,0,0,0,0,0,0,0,0,0,0,0,-5.3135625766235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43221627101343,0,0,-5.00030611635394,0,0,0,0,0,0,0,0,0,0,0,0.633965813905037,0,0,0,0,0,-3.05303524885168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28801216830981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1074475",4.68322550253925,0,0,-3.18185545243192,0,-5.51113530595215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48230469251241,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27065306958041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29947784729813,0,0,0,0,0,0,0,0,0,0,0,-2.90523444762392,0,0,0,0,0,0,0,0,0,0,0,-2.36098342005696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.66493729044437,0,0,-5.03201367118393,0,0,0,0,0,0,0,0,0,0,0,4.08934323936638,0,0,0,0,0,-4.94438936307166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264086843391339,0,0,0,0,0,0,0,0,0,0,0,4.40684115941257,0,0,0,0
